dsim_gene_id	dsim_symbol	dsim_symbol_clean	dmel_gene_id	dmel_symbol	match_status
FBgn0084635	Dsim\Cyp28c1	Cyp28c1	FBgn0030339	Cyp28c1	matched
FBgn0084645	Dsim\Fur2	Fur2	FBgn0004598	Fur2	matched
FBgn0084648	Dsim\GD22528	GD22528			unmatched
FBgn0084735	Dsim\GD24033	GD24033			unmatched
FBgn0084777	Dsim\CHKov2	CHKov2	FBgn0039328	CHKov2	matched
FBgn0084784	Dsim\Dcr-1	Dcr-1	FBgn0039016	Dcr-1	matched
FBgn0084788	Dsim\GD24188	GD24188			unmatched
FBgn0084799	Dsim\loqs	loqs	FBgn0032515	loqs	matched
FBgn0084802	Dsim\oxt	oxt			unmatched
FBgn0084820	Dsim\GD12242	GD12242			unmatched
FBgn0084823	Dsim\GD23986	GD23986			unmatched
FBgn0084845	Dsim\dro5	dro5			unmatched
FBgn0084862	Dsim\GD24567	GD24567			unmatched
FBgn0084867	Dsim\Drs	Drs	FBgn0283461	Drs	matched
FBgn0084877	Dsim\GD17014	GD17014			unmatched
FBgn0084900	Dsim\GD10399	GD10399			unmatched
FBgn0084925	Dsim\GD15629	GD15629			unmatched
FBgn0084931	Dsim\GD14130	GD14130			unmatched
FBgn0084941	Dsim\GD24728	GD24728			unmatched
FBgn0084945	Dsim\GD11482	GD11482			unmatched
FBgn0084946	Dsim\GD17180	GD17180			unmatched
FBgn0084971	Dsim\GD10612	GD10612			unmatched
FBgn0085004	Dsim\GD12549	GD12549			unmatched
FBgn0085026	Dsim\GD19379	GD19379			unmatched
FBgn0085048	Dsim\GD23783	GD23783			unmatched
FBgn0085065	Dsim\GD18309	GD18309			unmatched
FBgn0085074	Dsim\GD11211	GD11211			unmatched
FBgn0085095	Dsim\dro4	dro4			unmatched
FBgn0085116	Dsim\GD16131	GD16131			unmatched
FBgn0085134	Dsim\GD22974	GD22974			unmatched
FBgn0085140	Dsim\GD14139	GD14139			unmatched
FBgn0085141	Dsim\GD20877	GD20877			unmatched
FBgn0085149	Dsim\GD13004	GD13004			unmatched
FBgn0085859	Dsim\CoVb	CoVb			unmatched
FBgn0085863	Dsim\ST6Gal	ST6Gal			unmatched
FBgn0085876	Dsim\GD16432	GD16432			unmatched
FBgn0085901	Dsim\GD16508	GD16508			unmatched
FBgn0085902	Dsim\l(1)1Bi	l(1)1Bi			unmatched
FBgn0085905	Dsim\Nup170	Nup170			unmatched
FBgn0085907	Dsim\GD24570	GD24570			unmatched
FBgn0085925	Dsim\CoVIa	CoVIa			unmatched
FBgn0085929	Dsim\GD24571	GD24571			unmatched
FBgn0085943	Dsim\qjt	qjt	FBgn0036730	qjt	matched
FBgn0085956	Dsim\CoIV	CoIV			unmatched
FBgn0085957	Dsim\CoVIb	CoVIb			unmatched
FBgn0085958	Dsim\CoVIII	CoVIII			unmatched
FBgn0085960	Dsim\GD16494	GD16494			unmatched
FBgn0085962	Dsim\Nup133	Nup133	FBgn0039004	Nup133	matched
FBgn0085963	Dsim\CoVIIc	CoVIIc			unmatched
FBgn0085966	Dsim\GD23456	GD23456			unmatched
FBgn0085967	Dsim\GD16158	GD16158			unmatched
FBgn0085969	Dsim\Nup75	Nup75	FBgn0034310	Nup75	matched
FBgn0085973	Dsim\GD16898	GD16898			unmatched
FBgn0085975	Dsim\GD24290	GD24290			unmatched
FBgn0085986	Dsim\dor	dor	FBgn0000482	dor	matched
FBgn0085995	Dsim\GD23460	GD23460			unmatched
FBgn0086002	Dsim\Nup153	Nup153	FBgn0061200	Nup153	matched
FBgn0181808	Dsim\GD10033	GD10033			unmatched
FBgn0181810	Dsim\GD10035	GD10035			unmatched
FBgn0181811	Dsim\GD10036	GD10036			unmatched
FBgn0181812	Dsim\GD10037	GD10037			unmatched
FBgn0181814	Dsim\GD10039	GD10039			unmatched
FBgn0181815	Dsim\GD10040	GD10040			unmatched
FBgn0181816	Dsim\GD10041	GD10041			unmatched
FBgn0181818	Dsim\GD10043	GD10043			unmatched
FBgn0181819	Dsim\GD10044	GD10044			unmatched
FBgn0181821	Dsim\GD10046	GD10046			unmatched
FBgn0181822	Dsim\GD10047	GD10047			unmatched
FBgn0181823	Dsim\GD10048	GD10048			unmatched
FBgn0181824	Dsim\GD10049	GD10049			unmatched
FBgn0181825	Dsim\GD10050	GD10050			unmatched
FBgn0181826	Dsim\GD10051	GD10051			unmatched
FBgn0181827	Dsim\GD10052	GD10052			unmatched
FBgn0181828	Dsim\GD10053	GD10053			unmatched
FBgn0181829	Dsim\GD10054	GD10054			unmatched
FBgn0181830	Dsim\GD10055	GD10055			unmatched
FBgn0181832	Dsim\GD10057	GD10057			unmatched
FBgn0181833	Dsim\GD10058	GD10058			unmatched
FBgn0181834	Dsim\GD10059	GD10059			unmatched
FBgn0181836	Dsim\GD10061	GD10061			unmatched
FBgn0181837	Dsim\GD10062	GD10062			unmatched
FBgn0181839	Dsim\GD10064	GD10064			unmatched
FBgn0181842	Dsim\GD10067	GD10067			unmatched
FBgn0181843	Dsim\GD10068	GD10068			unmatched
FBgn0181845	Dsim\GD10070	GD10070			unmatched
FBgn0181846	Dsim\GD10071	GD10071			unmatched
FBgn0181847	Dsim\GD10072	GD10072			unmatched
FBgn0181848	Dsim\GD10073	GD10073			unmatched
FBgn0181850	Dsim\GD10075	GD10075			unmatched
FBgn0181851	Dsim\GD10076	GD10076			unmatched
FBgn0181852	Dsim\GD10077	GD10077			unmatched
FBgn0181853	Dsim\GD10078	GD10078			unmatched
FBgn0181854	Dsim\GD10079	GD10079			unmatched
FBgn0181856	Dsim\GD10081	GD10081			unmatched
FBgn0181857	Dsim\GD10082	GD10082			unmatched
FBgn0181858	Dsim\GD10083	GD10083			unmatched
FBgn0181860	Dsim\GD10085	GD10085			unmatched
FBgn0181861	Dsim\GD10086	GD10086			unmatched
FBgn0181863	Dsim\GD10088	GD10088			unmatched
FBgn0181864	Dsim\GD10089	GD10089			unmatched
FBgn0181865	Dsim\GD10090	GD10090			unmatched
FBgn0181866	Dsim\GD10091	GD10091			unmatched
FBgn0181867	Dsim\GD10092	GD10092			unmatched
FBgn0181870	Dsim\GD10095	GD10095			unmatched
FBgn0181871	Dsim\GD10096	GD10096			unmatched
FBgn0181873	Dsim\GD10098	GD10098			unmatched
FBgn0181874	Dsim\GD10099	GD10099			unmatched
FBgn0181875	Dsim\GD10100	GD10100			unmatched
FBgn0181876	Dsim\GD10101	GD10101			unmatched
FBgn0181877	Dsim\GD10102	GD10102			unmatched
FBgn0181878	Dsim\GD10103	GD10103			unmatched
FBgn0181879	Dsim\GD10104	GD10104			unmatched
FBgn0181880	Dsim\GD10105	GD10105			unmatched
FBgn0181881	Dsim\GD10106	GD10106			unmatched
FBgn0181882	Dsim\GD10107	GD10107			unmatched
FBgn0181883	Dsim\GD10108	GD10108			unmatched
FBgn0181884	Dsim\GD10109	GD10109			unmatched
FBgn0181885	Dsim\GD10110	GD10110			unmatched
FBgn0181886	Dsim\GD10111	GD10111			unmatched
FBgn0181887	Dsim\GD10112	GD10112			unmatched
FBgn0181888	Dsim\GD10113	GD10113			unmatched
FBgn0181889	Dsim\GD10114	GD10114			unmatched
FBgn0181891	Dsim\GD10116	GD10116			unmatched
FBgn0181893	Dsim\GD10118	GD10118			unmatched
FBgn0181895	Dsim\GD10120	GD10120			unmatched
FBgn0181896	Dsim\GD10121	GD10121			unmatched
FBgn0181897	Dsim\GD10122	GD10122			unmatched
FBgn0181898	Dsim\GD10123	GD10123			unmatched
FBgn0181899	Dsim\GD10124	GD10124			unmatched
FBgn0181900	Dsim\GD10125	GD10125			unmatched
FBgn0181902	Dsim\GD10127	GD10127			unmatched
FBgn0181903	Dsim\GD10128	GD10128			unmatched
FBgn0181904	Dsim\GD10129	GD10129			unmatched
FBgn0181905	Dsim\GD10130	GD10130			unmatched
FBgn0181906	Dsim\GD10131	GD10131			unmatched
FBgn0181908	Dsim\GD10133	GD10133			unmatched
FBgn0181909	Dsim\GD10134	GD10134			unmatched
FBgn0181913	Dsim\GD10138	GD10138			unmatched
FBgn0181914	Dsim\GD10139	GD10139			unmatched
FBgn0181915	Dsim\GD10140	GD10140			unmatched
FBgn0181916	Dsim\GD10141	GD10141			unmatched
FBgn0181919	Dsim\GD10144	GD10144			unmatched
FBgn0181921	Dsim\GD10146	GD10146			unmatched
FBgn0181923	Dsim\GD10148	GD10148			unmatched
FBgn0181924	Dsim\GD10149	GD10149			unmatched
FBgn0181927	Dsim\GD10152	GD10152			unmatched
FBgn0181929	Dsim\GD10154	GD10154			unmatched
FBgn0181930	Dsim\GD10155	GD10155			unmatched
FBgn0181931	Dsim\GD10156	GD10156			unmatched
FBgn0181932	Dsim\GD10157	GD10157			unmatched
FBgn0181935	Dsim\GD10160	GD10160			unmatched
FBgn0181941	Dsim\GD10166	GD10166			unmatched
FBgn0181942	Dsim\GD10167	GD10167			unmatched
FBgn0181944	Dsim\Mal-A1	Mal-A1	FBgn0002570	Mal-A1	matched
FBgn0181945	Dsim\GD10170	GD10170			unmatched
FBgn0181946	Dsim\GD10171	GD10171			unmatched
FBgn0181947	Dsim\GD10172	GD10172			unmatched
FBgn0181948	Dsim\GD10173	GD10173			unmatched
FBgn0181949	Dsim\GD10174	GD10174			unmatched
FBgn0181951	Dsim\GD10176	GD10176			unmatched
FBgn0181952	Dsim\GD10177	GD10177			unmatched
FBgn0181953	Dsim\GD10178	GD10178			unmatched
FBgn0181954	Dsim\GD10179	GD10179			unmatched
FBgn0181956	Dsim\GD10181	GD10181			unmatched
FBgn0181957	Dsim\GD10182	GD10182			unmatched
FBgn0181958	Dsim\GD10183	GD10183			unmatched
FBgn0181960	Dsim\Obp44a	Obp44a	FBgn0033268	Obp44a	matched
FBgn0181962	Dsim\GD10187	GD10187			unmatched
FBgn0181963	Dsim\GD10188	GD10188			unmatched
FBgn0181965	Dsim\GD10190	GD10190			unmatched
FBgn0181967	Dsim\GD10192	GD10192			unmatched
FBgn0181969	Dsim\GD10194	GD10194			unmatched
FBgn0181972	Dsim\GD10197	GD10197			unmatched
FBgn0181973	Dsim\GD10198	GD10198			unmatched
FBgn0181975	Dsim\GD10200	GD10200			unmatched
FBgn0181976	Dsim\GD10201	GD10201			unmatched
FBgn0181977	Dsim\GD10202	GD10202			unmatched
FBgn0181978	Dsim\GD10203	GD10203			unmatched
FBgn0181979	Dsim\GD10204	GD10204			unmatched
FBgn0181983	Dsim\GD10208	GD10208			unmatched
FBgn0181984	Dsim\GD10209	GD10209			unmatched
FBgn0181985	Dsim\GD10210	GD10210			unmatched
FBgn0181986	Dsim\GD10211	GD10211			unmatched
FBgn0181987	Dsim\GD10212	GD10212			unmatched
FBgn0181988	Dsim\GD10213	GD10213			unmatched
FBgn0181989	Dsim\GD10214	GD10214			unmatched
FBgn0181990	Dsim\GD10215	GD10215			unmatched
FBgn0181991	Dsim\GD10216	GD10216			unmatched
FBgn0181992	Dsim\GD10217	GD10217			unmatched
FBgn0181993	Dsim\GD10218	GD10218			unmatched
FBgn0181994	Dsim\GD10219	GD10219			unmatched
FBgn0181997	Dsim\GD10222	GD10222			unmatched
FBgn0181998	Dsim\GD10223	GD10223			unmatched
FBgn0181999	Dsim\GD10224	GD10224			unmatched
FBgn0182001	Dsim\GD10226	GD10226			unmatched
FBgn0182002	Dsim\GD10227	GD10227			unmatched
FBgn0182003	Dsim\GD10228	GD10228			unmatched
FBgn0182004	Dsim\GD10229	GD10229			unmatched
FBgn0182005	Dsim\GD10230	GD10230			unmatched
FBgn0182006	Dsim\GD10231	GD10231			unmatched
FBgn0182008	Dsim\GD10233	GD10233			unmatched
FBgn0182010	Dsim\GD10235	GD10235			unmatched
FBgn0182011	Dsim\GD10236	GD10236			unmatched
FBgn0182012	Dsim\GD10237	GD10237			unmatched
FBgn0182013	Dsim\GD10238	GD10238			unmatched
FBgn0182014	Dsim\GD10239	GD10239			unmatched
FBgn0182015	Dsim\GD10240	GD10240			unmatched
FBgn0182017	Dsim\GD10242	GD10242			unmatched
FBgn0182018	Dsim\GD10243	GD10243			unmatched
FBgn0182019	Dsim\GD10244	GD10244			unmatched
FBgn0182020	Dsim\GD10245	GD10245			unmatched
FBgn0182021	Dsim\GD10246	GD10246			unmatched
FBgn0182025	Dsim\GD10250	GD10250			unmatched
FBgn0182027	Dsim\GD10252	GD10252			unmatched
FBgn0182028	Dsim\GD10253	GD10253			unmatched
FBgn0182029	Dsim\GD10254	GD10254			unmatched
FBgn0182031	Dsim\GD10256	GD10256			unmatched
FBgn0182032	Dsim\GD10257	GD10257			unmatched
FBgn0182034	Dsim\GD10260	GD10260			unmatched
FBgn0182035	Dsim\GD10261	GD10261			unmatched
FBgn0182036	Dsim\GD10262	GD10262			unmatched
FBgn0182037	Dsim\GD10263	GD10263			unmatched
FBgn0182038	Dsim\GD10264	GD10264			unmatched
FBgn0182039	Dsim\GD10265	GD10265			unmatched
FBgn0182040	Dsim\GD10266	GD10266			unmatched
FBgn0182041	Dsim\GD10267	GD10267			unmatched
FBgn0182042	Dsim\GD10268	GD10268			unmatched
FBgn0182043	Dsim\GD10270	GD10270			unmatched
FBgn0182044	Dsim\GD10271	GD10271			unmatched
FBgn0182045	Dsim\GD10272	GD10272			unmatched
FBgn0182046	Dsim\GD10273	GD10273			unmatched
FBgn0182047	Dsim\GD10274	GD10274			unmatched
FBgn0182048	Dsim\GD10275	GD10275			unmatched
FBgn0182049	Dsim\GD10276	GD10276			unmatched
FBgn0182050	Dsim\GD10277	GD10277			unmatched
FBgn0182051	Dsim\GD10278	GD10278			unmatched
FBgn0182052	Dsim\GD10279	GD10279			unmatched
FBgn0182053	Dsim\GD10280	GD10280			unmatched
FBgn0182055	Dsim\GD10282	GD10282			unmatched
FBgn0182056	Dsim\GD10283	GD10283			unmatched
FBgn0182058	Dsim\GD10285	GD10285			unmatched
FBgn0182059	Dsim\GD10286	GD10286			unmatched
FBgn0182061	Dsim\GD10288	GD10288			unmatched
FBgn0182062	Dsim\GD10289	GD10289			unmatched
FBgn0182063	Dsim\GD10290	GD10290			unmatched
FBgn0182064	Dsim\GD10291	GD10291			unmatched
FBgn0182065	Dsim\GD10292	GD10292			unmatched
FBgn0182067	Dsim\GD10294	GD10294			unmatched
FBgn0182068	Dsim\GD10295	GD10295			unmatched
FBgn0182069	Dsim\GD10296	GD10296			unmatched
FBgn0182070	Dsim\GD10297	GD10297			unmatched
FBgn0182071	Dsim\GD10298	GD10298			unmatched
FBgn0182074	Dsim\GD10302	GD10302			unmatched
FBgn0182075	Dsim\GD10303	GD10303			unmatched
FBgn0182076	Dsim\GD10304	GD10304			unmatched
FBgn0182079	Dsim\GD10307	GD10307			unmatched
FBgn0182081	Dsim\GD10309	GD10309			unmatched
FBgn0182082	Dsim\GD10310	GD10310			unmatched
FBgn0182083	Dsim\GD10311	GD10311			unmatched
FBgn0182084	Dsim\GD10312	GD10312			unmatched
FBgn0182085	Dsim\GD10313	GD10313			unmatched
FBgn0182086	Dsim\GD10314	GD10314			unmatched
FBgn0182087	Dsim\GD10315	GD10315			unmatched
FBgn0182088	Dsim\GD10316	GD10316			unmatched
FBgn0182089	Dsim\GD10317	GD10317			unmatched
FBgn0182091	Dsim\GD10319	GD10319			unmatched
FBgn0182092	Dsim\GD10320	GD10320			unmatched
FBgn0182093	Dsim\GD10321	GD10321			unmatched
FBgn0182095	Dsim\GD10323	GD10323			unmatched
FBgn0182096	Dsim\GD10324	GD10324			unmatched
FBgn0182098	Dsim\GD10326	GD10326			unmatched
FBgn0182100	Dsim\GD10328	GD10328			unmatched
FBgn0182101	Dsim\GD10329	GD10329			unmatched
FBgn0182102	Dsim\GD10330	GD10330			unmatched
FBgn0182103	Dsim\GD10331	GD10331			unmatched
FBgn0182104	Dsim\GD10332	GD10332			unmatched
FBgn0182105	Dsim\GD10333	GD10333			unmatched
FBgn0182106	Dsim\GD10334	GD10334			unmatched
FBgn0182107	Dsim\GD10335	GD10335			unmatched
FBgn0182108	Dsim\GD10336	GD10336			unmatched
FBgn0182109	Dsim\GD10337	GD10337			unmatched
FBgn0182110	Dsim\GD10338	GD10338			unmatched
FBgn0182111	Dsim\GD10339	GD10339			unmatched
FBgn0182113	Dsim\GD10341	GD10341			unmatched
FBgn0182114	Dsim\GD10342	GD10342			unmatched
FBgn0182116	Dsim\GD10344	GD10344			unmatched
FBgn0182117	Dsim\GD10345	GD10345			unmatched
FBgn0182118	Dsim\GD10346	GD10346			unmatched
FBgn0182119	Dsim\GD10347	GD10347			unmatched
FBgn0182120	Dsim\GD10348	GD10348			unmatched
FBgn0182121	Dsim\GD10349	GD10349			unmatched
FBgn0182122	Dsim\GD10350	GD10350			unmatched
FBgn0182124	Dsim\GD10352	GD10352			unmatched
FBgn0182125	Dsim\GD10353	GD10353			unmatched
FBgn0182126	Dsim\GD10354	GD10354			unmatched
FBgn0182127	Dsim\GD10355	GD10355			unmatched
FBgn0182128	Dsim\GD10356	GD10356			unmatched
FBgn0182129	Dsim\GD10357	GD10357			unmatched
FBgn0182131	Dsim\GD10359	GD10359			unmatched
FBgn0182132	Dsim\GD10360	GD10360			unmatched
FBgn0182133	Dsim\GD10361	GD10361			unmatched
FBgn0182135	Dsim\GD10363	GD10363			unmatched
FBgn0182136	Dsim\GD10364	GD10364			unmatched
FBgn0182137	Dsim\GD10365	GD10365			unmatched
FBgn0182142	Dsim\GD10370	GD10370			unmatched
FBgn0182143	Dsim\GD10371	GD10371			unmatched
FBgn0182144	Dsim\GD10372	GD10372			unmatched
FBgn0182145	Dsim\GD10373	GD10373			unmatched
FBgn0182147	Dsim\GD10375	GD10375			unmatched
FBgn0182148	Dsim\GD10376	GD10376			unmatched
FBgn0182151	Dsim\GD10379	GD10379			unmatched
FBgn0182152	Dsim\GD10380	GD10380			unmatched
FBgn0182153	Dsim\GD10381	GD10381			unmatched
FBgn0182154	Dsim\GD10382	GD10382			unmatched
FBgn0182155	Dsim\GD10383	GD10383			unmatched
FBgn0182156	Dsim\GD10384	GD10384			unmatched
FBgn0182157	Dsim\GD10385	GD10385			unmatched
FBgn0182158	Dsim\GD10386	GD10386			unmatched
FBgn0182159	Dsim\GD10387	GD10387			unmatched
FBgn0182161	Dsim\GD10389	GD10389			unmatched
FBgn0182162	Dsim\GD10390	GD10390			unmatched
FBgn0182163	Dsim\GD10391	GD10391			unmatched
FBgn0182164	Dsim\GD10392	GD10392			unmatched
FBgn0182165	Dsim\GD10393	GD10393			unmatched
FBgn0182166	Dsim\GD10394	GD10394			unmatched
FBgn0182167	Dsim\GD10395	GD10395			unmatched
FBgn0182169	Dsim\GD10397	GD10397			unmatched
FBgn0182170	Dsim\GD10398	GD10398			unmatched
FBgn0182171	Dsim\GD10400	GD10400			unmatched
FBgn0182172	Dsim\GD10401	GD10401			unmatched
FBgn0182173	Dsim\GD10402	GD10402			unmatched
FBgn0182174	Dsim\GD10403	GD10403			unmatched
FBgn0182175	Dsim\GD10404	GD10404			unmatched
FBgn0182181	Dsim\GD10410	GD10410			unmatched
FBgn0182182	Dsim\GD10411	GD10411			unmatched
FBgn0182183	Dsim\GD10412	GD10412			unmatched
FBgn0182184	Dsim\GD10413	GD10413			unmatched
FBgn0182185	Dsim\GD10414	GD10414			unmatched
FBgn0182186	Dsim\GD10415	GD10415			unmatched
FBgn0182187	Dsim\GD10416	GD10416			unmatched
FBgn0182188	Dsim\GD10417	GD10417			unmatched
FBgn0182189	Dsim\GD10418	GD10418			unmatched
FBgn0182190	Dsim\GD10419	GD10419			unmatched
FBgn0182191	Dsim\GD10420	GD10420			unmatched
FBgn0182192	Dsim\GD10421	GD10421			unmatched
FBgn0182193	Dsim\GD10422	GD10422			unmatched
FBgn0182194	Dsim\GD10423	GD10423			unmatched
FBgn0182196	Dsim\GD10425	GD10425			unmatched
FBgn0182197	Dsim\GD10426	GD10426			unmatched
FBgn0182200	Dsim\GD10429	GD10429			unmatched
FBgn0182201	Dsim\GD10430	GD10430			unmatched
FBgn0182203	Dsim\GD10432	GD10432			unmatched
FBgn0182204	Dsim\GD10433	GD10433			unmatched
FBgn0182205	Dsim\GD10434	GD10434			unmatched
FBgn0182206	Dsim\GD10435	GD10435			unmatched
FBgn0182207	Dsim\GD10436	GD10436			unmatched
FBgn0182208	Dsim\GD10437	GD10437			unmatched
FBgn0182210	Dsim\GD10439	GD10439			unmatched
FBgn0182211	Dsim\GD10440	GD10440			unmatched
FBgn0182212	Dsim\GD10441	GD10441			unmatched
FBgn0182213	Dsim\GD10442	GD10442			unmatched
FBgn0182214	Dsim\GD10443	GD10443			unmatched
FBgn0182215	Dsim\GD10444	GD10444			unmatched
FBgn0182216	Dsim\GD10445	GD10445			unmatched
FBgn0182217	Dsim\GD10446	GD10446			unmatched
FBgn0182218	Dsim\GD10447	GD10447			unmatched
FBgn0182219	Dsim\GD10448	GD10448			unmatched
FBgn0182221	Dsim\GD10450	GD10450			unmatched
FBgn0182222	Dsim\GD10451	GD10451			unmatched
FBgn0182223	Dsim\GD10452	GD10452			unmatched
FBgn0182225	Dsim\GD10454	GD10454			unmatched
FBgn0182226	Dsim\GD10455	GD10455			unmatched
FBgn0182227	Dsim\GD10456	GD10456			unmatched
FBgn0182229	Dsim\GD10458	GD10458			unmatched
FBgn0182230	Dsim\GD10459	GD10459			unmatched
FBgn0182231	Dsim\GD10460	GD10460			unmatched
FBgn0182232	Dsim\GD10461	GD10461			unmatched
FBgn0182233	Dsim\GD10462	GD10462			unmatched
FBgn0182234	Dsim\GD10463	GD10463			unmatched
FBgn0182236	Dsim\GD10465	GD10465			unmatched
FBgn0182238	Dsim\GD10467	GD10467			unmatched
FBgn0182240	Dsim\GD10469	GD10469			unmatched
FBgn0182242	Dsim\GD10471	GD10471			unmatched
FBgn0182243	Dsim\GD10472	GD10472			unmatched
FBgn0182244	Dsim\GD10473	GD10473			unmatched
FBgn0182248	Dsim\GD10477	GD10477			unmatched
FBgn0182250	Dsim\GD10479	GD10479			unmatched
FBgn0182251	Dsim\GD10480	GD10480			unmatched
FBgn0182252	Dsim\GD10481	GD10481			unmatched
FBgn0182254	Dsim\GD10483	GD10483			unmatched
FBgn0182256	Dsim\GD10485	GD10485			unmatched
FBgn0182257	Dsim\GD10486	GD10486			unmatched
FBgn0182259	Dsim\GD10488	GD10488			unmatched
FBgn0182260	Dsim\GD10489	GD10489			unmatched
FBgn0182262	Dsim\GD10491	GD10491			unmatched
FBgn0182263	Dsim\GD10492	GD10492			unmatched
FBgn0182265	Dsim\GD10494	GD10494			unmatched
FBgn0182266	Dsim\GD10495	GD10495			unmatched
FBgn0182268	Dsim\GD10497	GD10497			unmatched
FBgn0182269	Dsim\GD10498	GD10498			unmatched
FBgn0182270	Dsim\GD10499	GD10499			unmatched
FBgn0182271	Dsim\GD10500	GD10500			unmatched
FBgn0182272	Dsim\GD10501	GD10501			unmatched
FBgn0182274	Dsim\GD10503	GD10503			unmatched
FBgn0182275	Dsim\GD10504	GD10504			unmatched
FBgn0182276	Dsim\GD10505	GD10505			unmatched
FBgn0182279	Dsim\GD10508	GD10508			unmatched
FBgn0182282	Dsim\GD10511	GD10511			unmatched
FBgn0182283	Dsim\GD10512	GD10512			unmatched
FBgn0182284	Dsim\GD10513	GD10513			unmatched
FBgn0182285	Dsim\GD10514	GD10514			unmatched
FBgn0182286	Dsim\GD10515	GD10515			unmatched
FBgn0182287	Dsim\GD10516	GD10516			unmatched
FBgn0182288	Dsim\GD10517	GD10517			unmatched
FBgn0182290	Dsim\GD10519	GD10519			unmatched
FBgn0182291	Dsim\GD10520	GD10520			unmatched
FBgn0182293	Dsim\GD10522	GD10522			unmatched
FBgn0182295	Dsim\GD10524	GD10524			unmatched
FBgn0182296	Dsim\GD10525	GD10525			unmatched
FBgn0182298	Dsim\GD10527	GD10527			unmatched
FBgn0182299	Dsim\GD10528	GD10528			unmatched
FBgn0182300	Dsim\GD10529	GD10529			unmatched
FBgn0182301	Dsim\GD10530	GD10530			unmatched
FBgn0182304	Dsim\GD10533	GD10533			unmatched
FBgn0182305	Dsim\GD10534	GD10534			unmatched
FBgn0182308	Dsim\GD10537	GD10537			unmatched
FBgn0182309	Dsim\GD10538	GD10538			unmatched
FBgn0182310	Dsim\GD10539	GD10539			unmatched
FBgn0182311	Dsim\GD10540	GD10540			unmatched
FBgn0182313	Dsim\GD10542	GD10542			unmatched
FBgn0182314	Dsim\GD10543	GD10543			unmatched
FBgn0182315	Dsim\GD10544	GD10544			unmatched
FBgn0182316	Dsim\GD10545	GD10545			unmatched
FBgn0182317	Dsim\GD10546	GD10546			unmatched
FBgn0182318	Dsim\GD10547	GD10547			unmatched
FBgn0182319	Dsim\GD10548	GD10548			unmatched
FBgn0182321	Dsim\GD10550	GD10550			unmatched
FBgn0182324	Dsim\GD10553	GD10553			unmatched
FBgn0182325	Dsim\GD10554	GD10554			unmatched
FBgn0182326	Dsim\GD10555	GD10555			unmatched
FBgn0182328	Dsim\GD10557	GD10557			unmatched
FBgn0182330	Dsim\GD10559	GD10559			unmatched
FBgn0182332	Dsim\GD10561	GD10561			unmatched
FBgn0182334	Dsim\GD10563	GD10563			unmatched
FBgn0182336	Dsim\GD10565	GD10565			unmatched
FBgn0182338	Dsim\GD10567	GD10567			unmatched
FBgn0182340	Dsim\Mal-A6	Mal-A6	FBgn0050360	Mal-A6	matched
FBgn0182341	Dsim\Mal-A8	Mal-A8	FBgn0033297	Mal-A8	matched
FBgn0182345	Dsim\GD10574	GD10574			unmatched
FBgn0182346	Dsim\GD10575	GD10575			unmatched
FBgn0182347	Dsim\GD10576	GD10576			unmatched
FBgn0182349	Dsim\GD10578	GD10578			unmatched
FBgn0182351	Dsim\GD10580	GD10580			unmatched
FBgn0182352	Dsim\GD10581	GD10581			unmatched
FBgn0182353	Dsim\GD10582	GD10582			unmatched
FBgn0182354	Dsim\GD10583	GD10583			unmatched
FBgn0182356	Dsim\GD10585	GD10585			unmatched
FBgn0182359	Dsim\GD10588	GD10588			unmatched
FBgn0182360	Dsim\GD10589	GD10589			unmatched
FBgn0182361	Dsim\GD10590	GD10590			unmatched
FBgn0182363	Dsim\GD10592	GD10592			unmatched
FBgn0182365	Dsim\GD10597	GD10597			unmatched
FBgn0182366	Dsim\GD10598	GD10598			unmatched
FBgn0182369	Dsim\GD10601	GD10601			unmatched
FBgn0182372	Dsim\GD10604	GD10604			unmatched
FBgn0182373	Dsim\GD10605	GD10605			unmatched
FBgn0182374	Dsim\GD10606	GD10606			unmatched
FBgn0182375	Dsim\GD10607	GD10607			unmatched
FBgn0182376	Dsim\GD10608	GD10608			unmatched
FBgn0182377	Dsim\GD10609	GD10609			unmatched
FBgn0182378	Dsim\GD10610	GD10610			unmatched
FBgn0182379	Dsim\GD10611	GD10611			unmatched
FBgn0182380	Dsim\GD10613	GD10613			unmatched
FBgn0182382	Dsim\GD10615	GD10615			unmatched
FBgn0182383	Dsim\GD10616	GD10616			unmatched
FBgn0182386	Dsim\GD10619	GD10619			unmatched
FBgn0182387	Dsim\GD10620	GD10620			unmatched
FBgn0182388	Dsim\GD10621	GD10621			unmatched
FBgn0182391	Dsim\GD10624	GD10624			unmatched
FBgn0182392	Dsim\GD10625	GD10625			unmatched
FBgn0182393	Dsim\GD10626	GD10626			unmatched
FBgn0182394	Dsim\GD10627	GD10627			unmatched
FBgn0182395	Dsim\GD10628	GD10628			unmatched
FBgn0182397	Dsim\GD10630	GD10630			unmatched
FBgn0182398	Dsim\GD10631	GD10631			unmatched
FBgn0182399	Dsim\GD10632	GD10632			unmatched
FBgn0182400	Dsim\GD10633	GD10633			unmatched
FBgn0182401	Dsim\GD10634	GD10634			unmatched
FBgn0182402	Dsim\GD10635	GD10635			unmatched
FBgn0182404	Dsim\GD10637	GD10637			unmatched
